lastTickTime,Tile::grassCount,Tile::rabbitCount,Tile::foxCount
4.39207,0,170,48
4.40928,0,186,49
4.42696,0,185,49
4.44615,0,198,50
4.45917,0,188,52
4.47591,0,203,50
4.49266,0,195,50
4.5111,0,214,49
4.52944,0,203,48
4.54211,0,212,49
4.56007,0,207,50
4.5765,0,224,50
4.59267,0,219,46
4.60893,0,231,48
4.62573,0,221,50
4.64229,0,239,50
4.66001,0,231,48
4.67556,0,256,47
4.69232,0,248,50
4.70913,0,271,49
4.72573,0,259,48
4.74498,0,279,48
4.75906,0,266,46
4.77574,0,286,46
4.79365,0,275,45
4.80977,0,302,45
4.82605,0,289,46
4.84262,0,313,45
4.85938,0,306,43
4.8764,0,336,43
4.89391,0,323,42
4.9096,0,343,41
4.92607,0,329,38
4.94339,0,358,37
4.96025,0,337,37
4.9768,0,361,38
4.99305,0,344,37
5.00963,0,372,37
5.0264,0,351,36
5.04291,0,394,38
5.05987,0,377,36
5.07707,0,416,34
5.09394,0,393,34
5.11065,0,416,33
5.12888,0,398,35
5.14398,0,417,34
5.16085,0,396,36
5.17644,0,429,39
5.19401,0,407,39
5.2106,0,437,40
5.22738,0,411,41
5.24404,0,459,42
5.26074,0,425,42
5.27723,0,462,44
5.29353,0,444,45
5.3101,0,468,51
5.32778,0,438,53
5.34448,0,472,56
5.36127,0,449,58
5.37859,0,473,59
5.39508,0,449,62
5.41166,0,492,65
5.4283,0,464,64
5.44375,0,502,66
5.46104,0,476,66
5.47805,0,493,65
5.49407,0,470,64
5.51083,0,506,64
5.5286,0,480,67
5.54498,0,503,70
5.56209,0,477,66
5.57766,0,521,70
5.59559,0,492,72
5.61139,0,538,74
5.63009,0,514,73
5.64606,0,546,75
5.66288,0,509,77
5.67856,0,530,77
5.69612,0,515,77
5.7135,0,551,78
5.72897,0,520,81
5.74535,0,557,82
5.76239,0,527,84
5.77957,0,577,83
5.79669,0,543,83
5.81317,0,598,81
5.8295,0,563,82
5.84725,0,589,81
5.86284,0,563,81
5.87948,0,599,82
5.89581,0,568,83
5.91246,0,613,84
5.93037,0,583,83
5.94573,0,643,79
5.96268,0,609,79
5.98055,0,660,78
5.99707,0,627,78
6.01273,0,675,77
6.03017,0,632,78
6.04744,0,659,79
6.06259,0,627,80
6.07975,0,667,84
6.09643,0,627,79
6.11311,0,677,82
6.13,0,621,89
6.14642,0,667,94
6.16219,0,636,97
6.17999,0,673,100
6.19737,0,634,104
6.21242,0,675,103
6.22965,0,633,111
6.24576,0,683,113
6.26443,0,647,113
6.27946,0,689,114
6.29747,0,647,118
6.31358,0,687,122
6.33135,0,651,124
6.34732,0,683,123
6.36408,0,641,122
6.38023,0,692,123
6.39772,0,651,121
6.41423,0,710,121
6.43082,0,674,122
6.44645,0,713,122
6.46346,0,665,122
6.48031,0,716,124
6.49694,0,676,123
6.51387,0,725,127
6.53189,0,675,132
6.54788,0,722,134
6.5647,0,673,135
6.58005,0,709,138
6.59739,0,675,141
6.61329,0,722,142
6.63035,0,671,145
6.64641,0,715,146
6.66437,0,669,147
6.67969,0,707,154
6.69767,0,673,157
6.71508,0,705,160
6.73211,0,668,160
6.7479,0,717,162
6.76508,0,676,164
6.78198,0,722,164
6.7989,0,676,173
6.81476,0,721,175
6.83352,0,671,170
6.86364,0,718,175
6.88256,0,680,174
6.89824,0,724,184
6.91452,0,667,190
6.93083,0,706,194
6.94782,0,651,202
6.96482,0,704,203
6.98092,0,661,208
6.99835,0,698,210
7.01514,0,658,209
7.03149,0,696,211
7.04893,0,657,206
7.06575,0,692,213
7.08123,0,655,212
7.09898,0,686,213
7.11599,0,645,210
7.13082,0,680,209
7.1476,0,635,215
7.16423,0,698,217
7.18291,0,659,221
7.19751,0,697,225
7.21495,0,661,225
7.23078,0,691,228
7.24869,0,647,229
7.26535,0,663,238
7.28246,0,631,235
7.29889,0,666,233
7.3163,0,622,239
7.33216,0,672,247
7.34979,0,631,240
7.36702,0,669,239
7.38246,0,613,241
7.39877,0,642,235
7.41466,0,606,237
7.43188,0,626,244
7.4482,0,582,250
7.4647,0,606,252
7.48269,0,581,247
7.4987,0,641,247
7.51447,0,594,248
7.5323,0,637,245
7.54952,0,594,244
7.56541,0,628,250
7.58281,0,597,253
7.59879,0,623,255
7.61559,0,582,258
7.63285,0,604,264
7.64814,0,561,268
7.66443,0,594,270
7.6811,0,554,266
7.69777,0,599,262
7.71587,0,554,269
7.73297,0,599,272
7.74902,0,554,275
7.7658,0,580,271
7.78343,0,545,269
7.79996,0,553,270
7.81549,0,516,262
7.83157,0,531,268
7.84912,0,507,266
7.86628,0,546,254
7.88248,0,504,254
7.89836,0,568,253
7.91554,0,540,251
7.93379,0,564,248
7.948,0,517,240
7.96708,0,541,233
7.98129,0,499,236
7.99903,0,519,233
8.01599,0,494,233
8.03362,0,511,227
8.04794,0,479,231
8.06551,0,527,229
8.08271,0,490,231
8.09901,0,528,229
8.11567,0,480,234
8.13093,0,521,232
8.14799,0,487,224
8.16521,0,502,232
8.18093,0,471,230
8.19768,0,490,230
8.21595,0,462,229
8.23191,0,491,233
8.24864,0,464,231
8.26426,0,508,229
8.28241,0,472,229
8.29856,0,503,233
8.31592,0,470,232
8.33136,0,480,228
8.34821,0,442,229
8.3645,0,453,224
8.38108,0,427,231
8.39761,0,447,230
8.41451,0,420,231
8.43103,0,461,227
8.44791,0,432,229
8.46448,0,465,233
8.48243,0,432,235
8.4981,0,451,236
8.51463,0,418,231
8.53112,0,435,236
8.54776,0,406,240
8.56436,0,431,240
8.58103,0,396,236
8.59841,0,407,236
8.61481,0,380,234
8.63097,0,414,235
8.64762,0,389,234
8.66443,0,421,235
8.68122,0,400,229
8.69785,0,419,227
8.71559,0,390,229
8.73131,0,407,235
8.74891,0,377,234
8.7651,0,400,235
8.78121,0,377,235
8.79774,0,401,236
8.81471,0,376,236
8.83145,0,395,236
8.84761,0,367,232
8.86417,0,385,234
8.88125,0,358,224
8.8976,0,377,224
8.91456,0,351,229
8.93109,0,378,224
8.94771,0,355,225
8.96496,0,381,224
8.98181,0,357,221
8.99839,0,378,223
9.01545,0,356,229
9.03212,0,385,229
9.0477,0,354,225
9.06445,0,380,224
9.08198,0,344,229
9.09789,0,358,225
9.11532,0,336,225
9.13192,0,358,225
9.14868,0,333,229
9.1653,0,364,228
9.1812,0,342,219
9.19795,0,370,222
9.21486,0,351,223
9.23214,0,366,224
9.24888,0,343,220
9.26569,0,358,216
9.2812,0,333,217
9.29774,0,360,215
9.31449,0,341,212
9.33107,0,366,207
9.34837,0,345,205
9.36462,0,372,207
9.38213,0,351,212
9.39801,0,373,206
9.4149,0,345,211
9.43138,0,355,204
9.4487,0,336,196
9.46527,0,346,194
9.48193,0,322,199
9.4988,0,354,201
9.51537,0,331,206
9.53139,0,363,201
9.54818,0,330,202
9.56452,0,357,202
9.58141,0,338,200
9.59881,0,358,197
9.61459,0,336,197
9.63132,0,341,199
9.64874,0,329,200
9.66562,0,348,196
9.68282,0,329,194
9.69914,0,353,193
9.71601,0,332,194
9.73242,0,368,196
9.74847,0,339,196
9.76517,0,362,197
9.78235,0,333,192
9.79845,0,351,198
9.81532,0,326,199
9.83262,0,342,200
9.84854,0,321,199
9.86521,0,345,202
9.88202,0,328,198
9.89945,0,351,201
9.91623,0,330,200
9.93278,0,355,200
9.94905,0,337,204
9.96533,0,359,206
9.98253,0,335,207
9.99865,0,341,203
10.0152,0,321,200
10.032,0,337,201
10.0493,0,318,199
10.0652,0,347,197
10.082,0,323,200
10.0992,0,353,196
10.1166,0,327,194
10.1332,0,364,195
10.1502,0,341,201
10.1662,0,361,201
10.1837,0,342,204
10.2002,0,357,201
10.2162,0,332,202
10.2333,0,354,206
10.2493,0,326,211
10.266,0,356,210
10.2835,0,326,209
10.2993,0,350,219
10.3161,0,330,217
10.3329,0,339,217
10.3501,0,311,220
10.3661,0,326,220
10.3833,0,311,216
10.3997,0,337,217
10.4167,0,313,216
10.4335,0,348,216
10.4497,0,324,219
10.4668,0,357,219
10.4836,0,333,218
10.5001,0,350,220
10.5169,0,329,218
10.5334,0,340,210
10.5495,0,321,209
10.566,0,336,213
10.5835,0,313,219
10.5993,0,331,216
10.616,0,306,217
10.6327,0,327,221
10.6501,0,304,228
10.667,0,328,228
10.6832,0,296,234
10.6993,0,307,234
10.7167,0,284,239
10.7334,0,297,237
10.7499,0,274,239
10.7667,0,289,241
10.7827,0,269,237
10.7993,0,294,240
10.8167,0,277,241
10.8332,0,297,245
10.8494,0,275,247
10.8663,0,289,253
10.8834,0,271,261
10.8994,0,273,260
10.9168,0,253,269
10.933,0,262,272
10.9503,0,240,267
10.9668,0,265,268
10.9827,0,246,267
10.9993,0,267,276
11.0168,0,246,278
11.0327,0,268,282
11.0494,0,247,278
11.0667,0,256,275
11.0834,0,239,276
11.0993,0,247,274
11.116,0,235,271
11.1327,0,245,267
11.1493,0,237,258
11.1661,0,264,250
11.1831,0,251,246
11.2002,0,281,246
11.216,0,267,239
11.2334,0,282,237
11.2501,0,266,235
11.2667,0,274,234
11.2834,0,263,231
11.2992,0,267,228
11.3166,0,258,224
11.3325,0,283,218
11.3493,0,257,216
11.3659,0,285,215
11.3836,0,270,211
11.3995,0,288,206
11.416,0,267,204
11.4326,0,275,205
11.4502,0,266,197
11.4663,0,277,200
11.4838,0,264,198
11.5002,0,279,198
11.516,0,266,192
11.5338,0,295,188
11.5495,0,280,191
11.5661,0,298,188
11.5834,0,272,194
11.5995,0,292,193
11.6164,0,270,198
11.6334,0,282,202
11.65,0,256,212
11.6661,0,276,216
11.6828,0,262,218
11.6996,0,273,225
11.7168,0,249,226
11.7335,0,267,226
11.7497,0,247,230
11.7668,0,266,230
11.7832,0,247,238
11.7996,0,258,244
11.8169,0,242,245
11.8329,0,255,242
11.8496,0,244,242
11.8663,0,254,241
11.8835,0,232,242
11.9003,0,247,246
11.9162,0,235,248
11.9336,0,256,247
11.9504,0,241,247
11.9664,0,260,248
11.9836,0,240,252
11.9997,0,257,251
12.0165,0,243,246
12.0333,0,251,247
12.0498,0,239,244
12.0672,0,249,245
12.0837,0,235,257
12.0998,0,250,253
12.1176,0,235,248
12.1337,0,258,249
12.1505,0,242,242
12.167,0,259,240
12.1837,0,250,238
12.1996,0,269,233
12.2163,0,251,229
12.2332,0,268,225
12.2496,0,260,227
12.2663,0,282,220
12.284,0,267,219
12.3008,0,284,217
12.3194,0,269,212
12.3362,0,289,208
12.3543,0,273,206
12.3695,0,296,207
12.3842,0,281,210
12.4013,0,303,204
12.417,0,282,204
12.4342,0,298,203
12.4531,0,285,204
12.4673,0,303,199
12.4854,0,287,205
12.5022,0,302,206
12.519,0,276,207
12.5334,0,292,206
12.552,0,278,205
12.5669,0,300,205
12.5838,0,278,209
12.6018,0,284,212
12.6186,0,264,218
12.6344,0,284,222
12.6516,0,256,220
12.6681,0,268,224
12.6861,0,252,229
12.703,0,262,227
12.717,0,249,239
12.7337,0,264,233
12.751,0,247,234
12.768,0,263,233
12.7871,0,251,235
12.801,0,266,236
12.8188,0,256,233
12.8375,0,262,244
12.8518,0,249,240
12.8671,0,259,235
12.8861,0,239,242
12.9043,0,264,240
12.92,0,252,226
12.936,0,273,226
12.9514,0,257,221
12.9683,0,275,224
12.9847,0,256,228
13.0012,0,280,229
13.0174,0,262,230
13.0375,0,275,232
13.0509,0,258,232
13.0678,0,273,232
13.0844,0,256,230
13.1008,0,279,234
13.1176,0,255,229
13.1343,0,265,236
13.151,0,249,234
13.1676,0,261,233
13.1846,0,233,240
13.201,0,240,240
13.2177,0,231,240
13.2347,0,245,240
13.2507,0,235,239
13.2677,0,248,245
13.2852,0,229,249
13.304,0,247,250
13.3223,0,230,251
13.3349,0,250,246
13.3543,0,226,244
13.3674,0,237,243
13.3847,0,220,240
13.4008,0,235,240
13.4176,0,221,244
13.4351,0,233,247
13.4525,0,220,252
13.4686,0,229,257
13.4855,0,217,253
13.501,0,225,252
13.5179,0,206,250
13.5354,0,205,258
13.5511,0,190,258
13.5677,0,195,261
13.5843,0,183,264
13.6008,0,194,267
13.6177,0,176,268
13.6341,0,184,271
13.6507,0,172,270
13.6676,0,186,266
13.6845,0,173,265
13.7023,0,188,261
13.7211,0,176,261
13.7355,0,182,259
13.7531,0,165,263
13.7693,0,171,262
13.7851,0,162,256
13.803,0,173,253
13.8242,0,159,247
13.8511,0,179,247
13.8673,0,162,240
13.8857,0,169,231
13.901,0,163,226
13.9172,0,174,218
13.9338,0,161,215
13.9511,0,168,215
13.9679,0,162,213
13.9845,0,177,212
14.0007,0,169,204
14.018,0,185,193
14.0343,0,175,194
14.051,0,186,190
14.0678,0,179,181
14.088,0,185,178
14.1009,0,169,182
14.1174,0,174,172
14.134,0,165,173
14.1508,0,174,168
14.1675,0,168,165
14.1843,0,189,158
14.2011,0,176,160
14.2179,0,197,155
14.2343,0,189,152
14.2521,0,212,148
14.2708,0,201,146
14.2874,0,214,141
14.3038,0,207,137
14.3211,0,218,132
14.3405,0,210,125
14.3684,0,229,127
14.3852,0,223,128
14.4013,0,242,126
14.42,0,233,124
14.4391,0,253,121
14.4522,0,244,116
14.4689,0,266,121
14.487,0,258,116
14.5047,0,276,114
14.5183,0,262,110
14.5357,0,282,111
14.5521,0,273,112
14.5702,0,295,115
14.5851,0,280,117
14.6028,0,305,119
14.6192,0,288,114
14.6358,0,321,110
14.6534,0,304,110
14.674,0,334,107
14.702,0,321,101
14.7193,0,334,100
14.7353,0,327,98
14.7521,0,349,95
14.7692,0,336,97
14.7866,0,370,97
14.8022,0,352,98
14.8193,0,380,97
14.8374,0,359,95
14.8538,0,385,93
14.8689,0,361,95
14.8887,0,384,98
14.903,0,365,102
14.9198,0,388,98
14.937,0,371,102
14.9531,0,404,100
14.9701,0,387,98
14.9863,0,423,96
15.0029,0,397,97
15.0227,0,436,95
15.0382,0,416,96
15.0566,0,449,94
15.0694,0,430,96
15.0859,0,449,98
15.1041,0,428,94
15.1192,0,453,97
15.1363,0,429,102
15.1546,0,458,99
15.1693,0,442,101
15.1866,0,485,102
15.2028,0,457,100
15.2198,0,503,99
15.2362,0,476,98
15.2529,0,504,105
15.2706,0,475,107
15.2884,0,503,110
15.3056,0,473,107
15.3205,0,505,110
15.3369,0,479,110
15.3553,0,527,118
15.3715,0,487,126
15.3871,0,520,130
15.403,0,478,135
15.421,0,509,135
15.4372,0,479,142
15.4539,0,500,145
15.4709,0,470,143
15.4891,0,494,148
15.5054,0,465,152
15.521,0,506,154
15.5363,0,474,155
15.5529,0,520,158
15.5698,0,496,156
15.5882,0,547,153
15.6032,0,513,151
15.6198,0,549,157
15.6369,0,512,163
15.653,0,517,166
15.6749,0,484,171
15.7067,0,506,184
15.7236,0,470,187
15.7586,0,502,191
15.7921,0,473,199
15.8238,0,521,200
15.8589,0,484,205
15.8927,0,516,207
15.9264,0,486,208
15.9592,0,493,217
15.9923,0,469,217
16.0202,0,489,216
16.0372,0,465,225
16.0537,0,497,223
16.0708,0,464,228
16.0873,0,498,232
16.1039,0,467,230
16.1204,0,508,228
16.1372,0,481,227
16.154,0,503,221
16.1729,0,472,221
16.1907,0,485,219
16.2047,0,456,223
16.2201,0,477,228
16.2368,0,449,226
16.2554,0,483,233
16.2739,0,460,235
16.287,0,499,235
16.3058,0,470,242
16.326,0,498,243
16.3614,0,474,243
16.3886,0,499,240
16.4055,0,472,240
16.4246,0,503,242
16.4393,0,469,248
16.4594,0,510,245
16.4944,0,473,251
16.5266,0,514,246
16.5586,0,471,249
16.5907,0,504,244
16.6084,0,478,242
16.6272,0,488,246
16.6589,0,453,242
16.6758,0,484,244
16.691,0,458,245
16.7085,0,500,243
16.7241,0,461,246
16.7406,0,516,252
16.7562,0,474,248
16.7734,0,511,246
16.7902,0,474,246
16.8079,0,496,244
16.8266,0,464,247
16.8572,0,487,251
16.8751,0,459,245
16.893,0,505,239
16.906,0,481,240
16.9246,0,535,248
16.9434,0,499,252
16.9744,0,537,250
16.9951,0,501,240
17.0271,0,529,247
17.0589,0,495,248
17.0727,0,511,241
17.0935,0,484,238
17.1232,0,520,240
17.1427,0,486,237
17.1576,0,535,234
17.1737,0,501,232
17.191,0,542,233
17.2106,0,509,235
17.2431,0,533,228
17.2568,0,498,227
17.2753,0,518,228
17.2949,0,481,228
17.323,0,510,219
17.3412,0,486,215
17.3596,0,525,214
17.377,0,486,212
17.4091,0,539,213
17.4251,0,501,214
17.4411,0,549,208
17.4569,0,509,211
17.4735,0,535,208
17.4917,0,498,205
17.5088,0,518,209
17.5245,0,484,209
17.542,0,505,208
17.5602,0,475,203
17.5908,0,512,200
17.6068,0,475,201
17.6234,0,525,195
17.6405,0,488,188
17.6571,0,526,189
17.6738,0,497,185
17.6905,0,522,178
17.7073,0,489,175
17.7237,0,506,175
17.7412,0,480,166
17.756,0,508,168
17.7739,0,484,162
17.792,0,528,166
17.8092,0,494,166
17.8254,0,533,172
17.8438,0,490,167
17.8764,0,522,168
17.8931,0,489,166
17.9085,0,500,170
17.925,0,475,169
17.9418,0,495,169
17.9604,0,464,166
17.9791,0,489,167
18.0091,0,451,169
18.0274,0,473,172
18.0434,0,442,165
18.0591,0,470,163
18.0762,0,443,164
18.0955,0,471,163
18.1316,0,441,161
18.1607,0,447,166
18.1747,0,427,163
18.1936,0,449,170
18.2133,0,427,171
18.2416,0,454,171
18.2591,0,419,171
18.2762,0,446,171
18.2942,0,415,173
18.3101,0,437,179
18.3268,0,411,184
18.3423,0,447,189
18.3593,0,426,186
18.3765,0,443,188
18.3924,0,407,188
18.409,0,424,190
18.426,0,396,196
18.442,0,412,194
18.4606,0,384,195
18.4785,0,417,192
18.5103,0,388,188
18.5277,0,428,184
18.5459,0,383,184
18.575,0,400,190
18.5937,0,367,193
18.608,0,380,198
18.6245,0,358,200
18.6425,0,373,206
18.6598,0,345,204
18.6746,0,358,206
18.6911,0,333,208
18.7083,0,357,210
18.7256,0,334,211
18.7439,0,354,216
18.7593,0,329,217
18.7774,0,344,222
18.7949,0,328,217
18.8081,0,336,214
18.8243,0,317,219
18.8422,0,321,224
18.858,0,298,226
18.8761,0,313,224
18.8916,0,292,226
18.9086,0,321,225
18.9245,0,296,225
18.9418,0,313,227
18.9604,0,292,229
18.9751,0,300,223
18.9939,0,271,225
19.0089,0,283,221
19.0241,0,266,220
19.0415,0,277,224
19.0579,0,261,223
19.0752,0,298,218
19.0922,0,281,216
19.108,0,295,211
19.1249,0,260,216
19.1423,0,272,208
19.1585,0,251,209
19.1744,0,253,216
19.1915,0,235,217
19.2102,0,244,215
19.2255,0,226,215
19.2406,0,240,212
19.2578,0,219,217
19.274,0,242,212
19.2912,0,222,210
19.3074,0,236,211
19.3261,0,211,223
19.3411,0,223,219
19.3609,0,204,215
19.3748,0,212,220
19.3917,0,196,212
19.4076,0,199,218
19.4256,0,191,209
19.4443,0,203,211
19.4602,0,191,213
19.474,0,208,208
19.4909,0,198,205
19.5084,0,217,198
19.5247,0,205,191
19.5411,0,221,191
19.5581,0,204,192
19.5752,0,209,187
19.5921,0,200,182
19.6074,0,206,177
19.6244,0,192,177
19.6422,0,205,177
19.659,0,197,174
19.6761,0,219,173
19.6908,0,202,172
19.7088,0,220,168
19.7241,0,206,172
19.7412,0,214,171
19.7575,0,203,169
19.7741,0,219,168
19.7926,0,209,159
19.8085,0,225,158
19.824,0,218,152
19.8408,0,238,146
19.8598,0,231,135
19.8742,0,260,128
19.8916,0,249,124
19.9092,0,269,124
19.9254,0,256,119
19.9414,0,260,121
19.9572,0,254,118
19.9752,0,271,114
19.9906,0,260,111
20.0083,0,284,102
20.0239,0,271,98
20.043,0,292,97
20.06,0,275,95
20.0739,0,298,88
20.0912,0,271,92
20.1078,0,285,93
20.1252,0,272,94
20.1418,0,292,95
20.1572,0,276,97
20.1742,0,304,98
20.1907,0,289,98
20.2083,0,312,97
20.2241,0,298,97
20.241,0,327,95
20.2588,0,314,98
20.2757,0,344,96
20.2918,0,330,94
20.3079,0,346,97
20.3248,0,332,102
20.3418,0,371,96
20.3588,0,347,96
20.3753,0,379,96
20.3923,0,361,94
20.4078,0,390,94
20.4248,0,370,94
20.4434,0,405,87
20.4589,0,381,91
20.4749,0,403,85
20.4928,0,385,84
20.5111,0,413,83
20.5247,0,396,85
20.5413,0,429,91
20.5589,0,407,93
20.5746,0,451,89
20.5922,0,422,94
20.6088,0,456,94
20.6266,0,433,90
20.6413,0,466,89
20.6582,0,445,98
20.6755,0,468,100
20.6914,0,445,104
20.7092,0,486,106
20.7253,0,456,111
20.7419,0,495,114
20.7596,0,476,120
20.7762,0,510,113
20.7933,0,480,117
20.8088,0,518,117
20.8264,0,490,123
20.8443,0,533,122
20.8586,0,510,123
20.8764,0,540,129
20.8953,0,507,128
20.9088,0,539,134
20.9254,0,503,134
20.9438,0,546,134
20.96,0,503,142
20.9768,0,542,146
20.993,0,506,146
21.0087,0,536,150
21.026,0,510,156
21.0432,0,545,158
21.0604,0,513,164
21.0817,0,545,160
21.1093,0,521,160
21.128,0,564,164
21.1468,0,529,161
21.1841,0,575,162
21.2112,0,544,161
21.2285,0,587,161
21.2445,0,555,160
21.2628,0,589,159
21.294,0,556,158
21.3101,0,594,151
21.3276,0,563,153
21.3424,0,619,151
21.3594,0,586,151
21.3759,0,626,147
21.394,0,598,142
21.4092,0,640,142
21.4262,0,596,144
21.4428,0,639,144
21.4611,0,607,141
21.4762,0,639,137
21.4953,0,600,142
21.5098,0,640,146
21.5267,0,596,154
21.5432,0,634,162
21.5596,0,598,159
21.5762,0,636,163
21.5944,0,595,167
21.6101,0,638,169
21.6278,0,599,174
21.6435,0,645,175
21.6599,0,606,175
21.6778,0,647,184
21.6945,0,605,190
21.7103,0,647,195
21.7273,0,597,200
21.7434,0,631,209
21.7602,0,599,202
21.7772,0,646,204
21.7936,0,604,202
21.8111,0,645,200
21.827,0,603,198
21.8432,0,634,204
21.8618,0,602,209
21.878,0,636,209
21.8977,0,601,215
21.9305,0,628,221
21.9631,0,597,221
21.9781,0,642,213
21.9955,0,606,210
22.011,0,657,208
22.0281,0,609,214
22.0446,0,651,211
22.0617,0,625,211
22.0794,0,668,212
22.0951,0,635,206
22.1119,0,656,211
22.1282,0,611,212
22.1452,0,659,217
22.1604,0,615,221
22.1773,0,653,229
22.1949,0,602,235
22.2111,0,641,232
22.229,0,602,231
22.2444,0,612,231
22.2615,0,574,234
22.2786,0,608,232
22.2944,0,561,230
22.3119,0,589,226
22.3297,0,550,230
22.3487,0,584,242
22.3807,0,542,247
22.3953,0,589,250
22.4125,0,544,262
22.4299,0,581,266
22.4449,0,541,272
22.4631,0,553,277
22.4817,0,512,282
22.512,0,534,289
22.5322,0,494,297
22.5659,0,515,299
22.6046,0,475,304
22.6279,0,500,298
22.6447,0,458,305
22.6612,0,500,301
22.678,0,460,306
