lastTickTime,Tile::grassCount,Tile::rabbitCount,Tile::foxCount
5.72325,0,1091,30
5.78422,0,1332,30
5.85329,0,1624,33
5.93587,0,1428,31
6.00594,0,1335,33
6.07532,0,1270,33
6.13996,0,1226,35
6.20509,0,1184,35
6.26696,0,1153,36
6.32789,0,1124,37
6.39033,0,1094,39
6.45239,0,1071,39
6.51305,0,1117,39
6.57531,0,1343,37
6.64858,0,1598,39
6.72272,0,1395,39
6.79025,0,1315,42
6.85733,0,1263,44
6.92167,0,1216,42
6.98678,0,1179,43
7.04849,0,1147,44
7.10939,0,1111,46
7.17243,0,1087,48
7.23282,0,1068,52
7.29485,0,1110,48
7.35812,0,1334,47
7.4265,0,1583,50
7.50278,0,1367,51
7.56962,0,1292,53
7.63761,0,1231,53
7.70312,0,1183,53
7.76592,0,1150,52
7.82738,0,1112,52
7.88911,0,1094,50
7.94955,0,1066,51
8.00815,0,1046,54
8.0691,0,1096,57
8.13091,0,1316,57
8.19978,0,1517,59
8.27371,0,1335,62
8.33973,0,1254,64
8.40646,0,1202,63
8.47112,0,1156,64
8.53556,0,1126,66
8.59772,0,1099,65
8.65967,0,1068,68
8.72204,0,1045,67
8.78094,0,1039,65
8.84307,0,1110,67
8.90614,0,1332,69
8.97348,0,1486,74
9.04563,0,1328,78
9.11194,0,1249,82
9.17854,0,1192,80
9.24238,0,1153,79
9.30551,0,1117,81
9.36748,0,1092,79
9.42747,0,1061,76
9.48785,0,1037,75
9.54699,0,1036,76
9.60616,0,1117,77
9.67002,0,1329,76
9.73888,0,1501,76
9.81229,0,1345,75
9.87992,0,1264,76
9.95161,0,1212,73
10.0213,0,1168,73
10.0901,0,1134,75
10.16,0,1097,77
10.2231,0,1059,81
10.2821,0,1037,80
10.3417,0,1031,84
10.4007,0,1113,86
10.4653,0,1296,86
10.5322,0,1458,88
10.6019,0,1293,89
10.6696,0,1212,95
10.7333,0,1153,92
10.7963,0,1110,92
10.8575,0,1071,93
10.9169,0,1045,95
10.9769,0,1015,94
11.0358,0,985,96
11.0951,0,997,98
11.165,0,1062,98
11.2415,0,1260,98
11.3213,0,1395,104
11.3946,0,1231,101
11.4684,0,1166,104
11.5494,0,1105,110
11.6155,0,1061,109
11.685,0,1015,117
11.7484,0,975,123
11.8079,0,948,122
11.8656,0,926,131
11.9315,0,931,136
11.9903,0,998,141
12.0501,0,1158,143
12.118,0,1255,151
12.1851,0,1129,154
12.2505,0,1070,155
12.3161,0,1020,156
12.3765,0,977,171
12.4386,0,950,169
12.4965,0,918,170
12.5545,0,896,170
12.6119,0,877,175
12.6694,0,887,178
12.7297,0,968,177
12.7902,0,1130,180
12.8601,0,1221,181
12.9362,0,1092,184
13.0077,0,1021,186
13.0696,0,968,192
13.1293,0,930,199
13.1982,0,891,198
13.2617,0,865,201
13.3565,0,841,199
13.436,0,815,200
13.5053,0,826,202
13.5833,0,909,203
13.6493,0,1056,197
13.7713,0,1104,205
13.8405,0,997,204
13.905,0,936,210
13.9677,0,889,214
14.0274,0,851,217
14.0925,0,820,216
14.1581,0,788,219
14.2225,0,761,221
14.2771,0,733,229
14.3324,0,752,232
14.388,0,816,233
14.4442,0,942,226
14.5049,0,980,228
14.5644,0,883,230
14.6224,0,836,239
14.6795,0,785,242
14.7357,0,758,238
14.7897,0,738,237
14.8442,0,713,239
14.8984,0,678,242
14.9515,0,663,245
15.0063,0,701,238
15.0599,0,764,234
15.1157,0,867,235
15.1813,0,903,236
15.2546,0,809,241
15.3247,0,761,243
15.3806,0,721,256
15.4349,0,698,253
15.4909,0,666,251
15.5439,0,641,253
15.5962,0,615,250
15.6488,0,614,254
15.7011,0,634,247
15.7526,0,693,247
15.807,0,784,240
15.863,0,797,241
15.9183,0,724,239
15.974,0,670,246
16.0266,0,641,242
16.0797,0,618,237
16.1331,0,594,241
16.1855,0,580,235
16.2353,0,558,242
16.2876,0,553,244
16.3381,0,576,241
16.3899,0,621,242
16.4431,0,677,240
16.4996,0,676,249
16.5532,0,620,248
16.6057,0,599,232
16.6565,0,579,230
16.7061,0,556,223
16.757,0,535,228
16.806,0,517,229
16.8554,0,499,228
16.9064,0,489,234
16.9607,0,522,228
17.015,0,554,232
17.0663,0,604,226
17.1198,0,635,223
17.1747,0,587,226
17.227,0,547,230
17.2772,0,517,231
17.3266,0,492,232
17.3753,0,473,230
17.4253,0,458,229
17.4751,0,446,227
17.5246,0,446,226
17.5585,0,476,226
17.6099,0,509,226
17.6597,0,561,227
17.7122,0,597,233
17.7639,0,531,234
17.8134,0,498,233
17.8643,0,467,232
17.9117,0,449,234
17.9444,0,429,233
17.9771,0,413,224
18.0109,0,395,221
18.0443,0,391,224
18.0771,0,415,226
18.1112,0,436,233
18.1453,0,476,229
18.1966,0,492,231
18.246,0,445,233
18.2949,0,426,232
18.3281,0,407,229
18.3609,0,383,230
18.3936,0,357,231
18.4262,0,333,223
18.4595,0,318,230
18.4925,0,311,234
18.5251,0,327,233
18.5587,0,369,228
18.5934,0,413,229
18.6281,0,427,228
18.6615,0,385,231
18.697,0,360,232
18.7429,0,336,231
18.7762,0,320,229
18.8098,0,304,225
18.8421,0,292,231
18.8745,0,286,226
18.9078,0,283,221
18.9421,0,288,214
18.975,0,320,212
19.0089,0,352,214
19.0437,0,371,216
19.0761,0,340,216
19.1107,0,318,219
19.1418,0,300,219
19.1746,0,279,217
19.2085,0,265,213
19.2414,0,258,207
19.2739,0,251,207
19.3068,0,251,205
19.3403,0,250,202
19.3733,0,277,197
19.4094,0,321,199
19.4431,0,336,193
19.4753,0,314,194
19.5081,0,293,186
19.5407,0,272,184
19.5737,0,258,190
19.6076,0,248,191
19.6399,0,243,188
19.6729,0,236,185
19.7071,0,232,183
19.7399,0,232,183
19.7732,0,261,184
19.808,0,309,182
19.8414,0,322,183
19.8748,0,285,182
19.9075,0,271,188
19.9412,0,265,188
19.9743,0,254,184
20.0067,0,250,178
20.0395,0,245,180
20.0732,0,239,178
20.1066,0,230,175
20.1394,0,230,177
20.173,0,257,181
20.2083,0,305,181
20.2418,0,321,180
20.2749,0,302,179
20.3077,0,290,178
20.342,0,276,173
20.3748,0,261,167
20.4093,0,251,174
20.4416,0,251,172
20.4736,0,242,172
20.5067,0,228,181
20.5394,0,230,179
20.5733,0,260,178
20.6074,0,306,171
20.6408,0,322,171
20.6747,0,296,172
20.7073,0,289,171
20.7408,0,277,172
20.7763,0,265,177
20.8068,0,253,174
20.8395,0,250,174
20.8727,0,244,173
20.9066,0,232,168
20.9394,0,226,167
20.9735,0,262,173
21.0064,0,318,168
21.0421,0,345,166
21.0758,0,318,167
21.1077,0,310,161
21.1408,0,300,163
21.1739,0,291,166
21.2077,0,281,167
21.2429,0,276,163
21.2741,0,269,161
21.3062,0,259,158
21.3397,0,256,156
21.3732,0,309,157
21.408,0,370,160
21.4423,0,395,160
21.4761,0,372,162
21.509,0,353,158
21.5421,0,345,161
21.5757,0,336,158
21.6086,0,323,158
21.6412,0,320,158
21.6743,0,314,156
21.7075,0,307,152
21.7407,0,312,146
21.7745,0,379,143
21.8091,0,449,146
21.8454,0,469,142
21.8792,0,439,142
21.9282,0,422,149
21.9602,0,415,149
21.9932,0,402,148
22.0262,0,379,151
22.0593,0,368,149
22.0922,0,358,147
22.125,0,347,143
22.1586,0,356,146
22.1933,0,420,150
22.2323,0,495,144
22.2797,0,512,151
22.3131,0,479,151
22.3462,0,455,152
22.3797,0,442,153
22.4118,0,420,156
22.4445,0,403,161
22.4786,0,383,165
22.5113,0,369,164
22.5443,0,359,163
22.5769,0,365,168
22.6105,0,441,168
22.6466,0,512,168
22.6815,0,521,168
22.7303,0,486,170
22.7795,0,460,171
22.814,0,442,176
22.8623,0,425,176
22.895,0,404,179
22.9277,0,385,179
22.9653,0,368,184
23.0102,0,361,186
23.0439,0,376,188
23.0775,0,444,198
23.1136,0,517,204
23.1478,0,508,204
23.1969,0,463,212
23.2297,0,439,216
23.2636,0,405,225
23.2956,0,381,227
23.328,0,360,233
23.3607,0,342,238
23.3938,0,329,240
23.4274,0,316,247
23.4614,0,335,249
23.495,0,405,250
23.5322,0,459,255
23.5843,0,444,260
23.6362,0,402,268
23.6825,0,377,269
23.7151,0,363,274
23.7494,0,342,278
23.7821,0,329,274
23.8138,0,309,271
23.8468,0,295,275
23.8798,0,284,279
23.9136,0,293,281
23.9477,0,350,278
23.9822,0,399,275
24.0156,0,380,272
24.0498,0,358,272
24.0823,0,341,270
24.1146,0,322,269
24.1478,0,306,263
24.1821,0,291,268
24.2162,0,276,260
24.2487,0,269,259
24.2807,0,263,253
24.313,0,285,248
24.3465,0,338,235
24.3814,0,380,232
24.4159,0,347,236
24.4486,0,321,232
24.4807,0,303,233
24.5131,0,286,236
24.5463,0,276,234
24.5802,0,261,236
24.6129,0,251,234
24.6453,0,243,229
24.6781,0,236,238
24.7117,0,255,223
24.7463,0,310,223
24.7812,0,354,224
24.8176,0,346,224
24.8639,0,321,219
24.8979,0,307,221
24.9296,0,295,220
24.9628,0,277,214
24.9957,0,263,219
25.0287,0,248,217
25.0622,0,242,218
25.0959,0,235,220
25.1283,0,258,221
25.1624,0,322,227
25.1968,0,337,216
25.2312,0,325,217
25.2633,0,308,221
25.2964,0,282,230
25.3289,0,269,232
25.3624,0,256,229
25.396,0,247,234
25.4292,0,237,225
25.4634,0,230,229
25.4961,0,229,217
25.5296,0,249,221
25.5643,0,313,217
25.598,0,324,220
25.6311,0,305,224
25.6632,0,293,220
25.6964,0,280,220
25.7306,0,269,214
25.7626,0,258,215
25.7951,0,249,211
25.828,0,243,209
25.8612,0,229,211
25.8954,0,227,205
25.9285,0,251,203
25.9618,0,319,203
25.9967,0,324,207
26.0304,0,307,204
26.0637,0,293,199
26.0971,0,283,196
26.1306,0,270,191
26.165,0,254,196
26.1953,0,242,190
26.2303,0,238,191
26.2618,0,232,191
26.2945,0,232,187
26.3276,0,278,181
26.3622,0,336,171
26.3985,0,346,177
26.4305,0,336,174
26.4699,0,323,171
26.5212,0,311,169
26.5713,0,296,164
26.6164,0,287,164
26.6497,0,276,162
26.6865,0,268,160
26.7314,0,262,158
26.7638,0,263,149
26.7971,0,310,146
26.8334,0,383,145
26.8673,0,395,147
26.9,0,388,146
26.9324,0,363,139
26.9655,0,345,135
26.9998,0,331,134
27.0318,0,318,134
27.0643,0,307,139
27.0978,0,300,133
27.1306,0,293,138
27.1645,0,297,134
27.1987,0,348,135
27.2327,0,420,142
27.2671,0,428,143
27.3026,0,415,148
27.3348,0,385,154
27.366,0,367,152
27.3989,0,352,154
27.4346,0,337,158
27.4659,0,328,158
27.4995,0,316,154
27.5311,0,306,152
27.5645,0,306,148
27.5979,0,374,149
27.634,0,430,156
27.6685,0,425,155
27.701,0,407,160
27.7332,0,380,156
27.7658,0,358,160
27.7996,0,342,164
27.8329,0,329,162
27.8699,0,315,169
27.9164,0,305,173
27.9487,0,297,171
27.984,0,300,179
28.0167,0,357,177
28.0493,0,414,185
28.0838,0,385,191
28.117,0,361,194
28.1509,0,346,196
28.2043,0,330,197
28.2539,0,305,200
28.3203,0,294,205
28.3681,0,284,206
28.4142,0,267,206
28.4753,0,256,211
28.5331,0,264,209
28.5995,0,321,204
28.6645,0,370,208
28.7195,0,351,213
28.7921,0,335,212
28.8414,0,308,217
28.8915,0,283,221
28.9398,0,265,219
28.9729,0,250,224
29.0036,0,241,222
29.0355,0,230,214
29.0687,0,217,211
29.1016,0,228,211
29.1351,0,276,211
29.1698,0,304,222
29.2109,0,306,216
29.2592,0,288,218
29.3073,0,270,221
29.3395,0,252,225
29.3724,0,242,228
29.4033,0,226,230
29.4362,0,220,236
29.4695,0,214,235
29.5027,0,205,229
29.5361,0,208,234
29.5696,0,258,239
29.6038,0,285,237
29.638,0,285,234
29.6712,0,270,230
29.7034,0,259,226
29.7374,0,246,228
29.7705,0,238,233
29.8036,0,227,234
29.8392,0,212,232
29.8694,0,204,228
29.9031,0,204,222
29.9358,0,215,222
30.0557,0,271,217
30.1001,0,291,209
30.132,0,303,207
30.165,0,279,197
30.2022,0,267,193
30.2351,0,258,189
30.2679,0,249,189
30.3008,0,240,189
30.3303,0,235,188
30.3634,0,230,185
30.397,0,224,180
30.43,0,252,180
30.4642,0,309,172
30.499,0,321,168
30.5328,0,325,170
30.5668,0,303,164
30.5999,0,292,161
30.6342,0,284,160
30.6659,0,274,159
30.6982,0,268,153
30.7307,0,260,151
30.7649,0,248,147
30.7972,0,248,147
30.8305,0,279,145
30.8652,0,325,142
30.8991,0,366,144
30.9335,0,368,142
30.9684,0,344,144
30.9998,0,327,147
31.0318,0,313,142
31.0646,0,301,142
31.0994,0,293,139
31.1334,0,282,141
31.1641,0,273,149
31.1977,0,273,151
31.2306,0,307,151
31.2647,0,350,148
31.2999,0,384,154
31.3335,0,378,155
31.3664,0,363,156
31.3997,0,347,158
31.4322,0,330,160
31.4658,0,323,156
31.4984,0,318,156
31.5313,0,304,153
31.5643,0,295,153
31.5978,0,302,148
31.6343,0,338,144
31.6665,0,380,144
31.7003,0,426,145
31.7339,0,427,148
31.7671,0,402,145
31.8005,0,385,145
31.833,0,372,142
31.866,0,356,140
31.8988,0,349,139
31.932,0,338,138
31.9656,0,332,141
31.9989,0,335,139
32.032,0,378,131
32.0663,0,425,136
32.1021,0,463,136
32.1355,0,472,136
32.1679,0,446,137
32.2012,0,432,141
32.2345,0,416,141
32.2676,0,400,138
32.3001,0,385,140
32.333,0,375,140
32.3659,0,366,137
32.401,0,375,130
32.4337,0,434,128
32.4677,0,494,128
32.502,0,532,133
32.5366,0,522,134
32.57,0,494,134
32.602,0,475,142
32.6356,0,452,140
32.6677,0,441,140
32.7008,0,427,143
32.7339,0,414,144
32.7668,0,398,144
32.7997,0,412,146
32.8342,0,491,150
32.8701,0,533,158
32.9217,0,561,160
32.9704,0,543,160
33.0213,0,507,170
33.0697,0,478,174
33.1027,0,457,174
33.1355,0,446,174
33.169,0,432,174
33.2012,0,418,179
33.2351,0,405,185
33.2678,0,425,186
33.3016,0,509,191
33.3388,0,538,186
33.3883,0,591,186
33.4409,0,556,197
33.4904,0,525,200
33.5398,0,497,201
33.5894,0,480,206
33.6381,0,465,212
33.6718,0,441,216
33.7051,0,419,217
33.7378,0,401,222
33.7696,0,419,223
33.805,0,489,221
33.8403,0,513,224
33.8897,0,547,231
33.9404,0,513,236
33.9907,0,479,239
34.0441,0,456,236
34.0951,0,434,245
34.1457,0,415,248
34.1962,0,397,239
34.2465,0,384,240
34.2954,0,374,244
34.3461,0,394,245
34.3965,0,460,243
34.4487,0,475,240
34.5008,0,494,241
34.5539,0,472,241
34.6057,0,446,243
34.6566,0,415,254
34.7078,0,400,252
34.7579,0,385,253
34.8079,0,375,246
34.854,0,361,248
34.8871,0,355,244
34.9233,0,388,243
34.9713,0,457,232
35.0052,0,465,231
35.039,0,477,221
35.0725,0,464,230
35.1053,0,445,230
35.1393,0,427,229
35.1893,0,405,229
35.2415,0,394,227
35.2878,0,378,229
35.3201,0,359,232
35.3529,0,351,226
35.3881,0,389,228
35.4202,0,432,229
35.4557,0,448,235
35.4892,0,454,240
35.5223,0,430,241
35.555,0,409,239
35.5905,0,386,241
35.6432,0,364,238
35.6944,0,341,249
35.7421,0,328,246
35.7754,0,315,245
35.8106,0,308,246
35.8566,0,337,242
35.8905,0,383,242
35.9244,0,402,243
35.9579,0,406,241
35.9914,0,377,242
36.0282,0,355,244
36.077,0,334,238
36.1255,0,314,243
36.1586,0,297,244
36.1919,0,284,246
36.2252,0,272,245
36.2582,0,270,245
36.2909,0,298,246
36.3251,0,355,243
36.3603,0,360,247
36.4108,0,366,246
36.4602,0,344,244
36.5094,0,320,243
36.5594,0,305,239
36.5923,0,284,246
36.6246,0,268,238
36.6573,0,254,236
36.69,0,247,234
36.7234,0,244,230
36.7573,0,273,222
36.7908,0,334,225
36.8254,0,339,216
36.8595,0,358,216
36.907,0,336,217
36.9402,0,319,217
36.9726,0,303,222
37.0048,0,288,217
37.0386,0,277,220
37.0726,0,263,217
37.1042,0,247,221
37.1372,0,245,217
37.1709,0,263,222
37.2046,0,299,227
37.2392,0,308,226
37.2725,0,311,230
37.3085,0,293,230
37.3434,0,274,233
37.3921,0,263,230
37.4242,0,251,232
37.457,0,241,239
37.4896,0,227,239
37.5224,0,210,235
37.5565,0,209,239
37.587,0,232,237
37.6204,0,262,231
37.6561,0,262,232
37.6879,0,279,234
37.7227,0,251,241
37.7573,0,243,239
37.79,0,235,237
37.8226,0,221,239
37.8559,0,211,235
37.8894,0,196,232
37.9221,0,187,237
37.9552,0,193,233
37.9884,0,208,230
38.0221,0,244,224
38.0566,0,248,224
38.0903,0,261,218
38.1209,0,248,214
38.1537,0,234,214
38.1868,0,223,215
38.2206,0,215,212
38.255,0,208,208
38.2883,0,201,207
38.3212,0,194,202
38.355,0,202,196
38.3888,0,225,184
38.4221,0,275,177
38.4567,0,284,175
38.4905,0,289,167
38.5235,0,277,164
38.5567,0,260,159
38.5894,0,254,158
38.6223,0,243,159
38.6553,0,234,162
38.6883,0,229,155
38.7217,0,224,152
38.7553,0,239,146
38.7888,0,270,140
38.8225,0,320,138
38.8575,0,319,136
38.8916,0,318,142
38.9244,0,307,137
38.9575,0,297,131
38.9875,0,291,128
39.0203,0,282,128
39.0562,0,276,127
39.0875,0,270,127
39.1222,0,264,124
39.1553,0,289,120
39.19,0,337,120
39.2258,0,383,119
39.2605,0,398,118
39.3073,0,388,119
39.3393,0,371,120
39.3722,0,362,123
39.4064,0,350,123
39.4404,0,339,127
39.4737,0,329,125
39.5057,0,318,125
39.5379,0,315,121
39.5709,0,333,116
39.6055,0,386,115
39.6397,0,447,113
39.6745,0,463,118
39.708,0,455,119
39.7438,0,432,116
39.7907,0,414,111
39.8226,0,399,115
39.8624,0,384,119
39.907,0,373,123
39.9405,0,362,124
39.973,0,359,127
40.0063,0,380,126
40.0401,0,437,130
40.0759,0,500,128
40.1105,0,498,127
40.1593,0,496,132
40.1928,0,465,139
40.2257,0,437,142
40.2585,0,421,150
40.2914,0,410,152
40.3238,0,402,156
40.3575,0,383,159
40.3907,0,381,163
40.4242,0,408,165
40.458,0,455,166
40.493,0,512,169
40.5291,0,511,171
40.5774,0,497,177
40.6262,0,460,181
40.6591,0,442,187
40.693,0,415,193
40.7254,0,405,197
40.7582,0,388,198
40.7909,0,376,200
40.8263,0,371,200
40.8612,0,403,206
40.9108,0,446,216
40.9601,0,500,221
40.9951,0,497,224
41.0458,0,484,232
41.0947,0,458,228
41.1429,0,426,240
41.1809,0,404,246
41.2285,0,380,246
41.2606,0,364,256
41.2927,0,352,258
41.326,0,346,267
41.3612,0,379,267
41.3963,0,410,274
41.4442,0,452,274
41.4867,0,443,273
41.5573,0,419,272
41.6152,0,388,271
41.665,0,363,276
41.719,0,350,285
41.7666,0,329,285
41.7993,0,307,285
41.8325,0,295,286
41.8656,0,293,284
41.8984,0,336,286
41.9324,0,361,282
41.9662,0,378,286
42.001,0,368,289
42.0502,0,354,287
42.0825,0,332,285
42.1161,0,313,286
42.1485,0,300,282
42.1874,0,287,280
42.2326,0,277,277
42.2644,0,267,278
42.2975,0,268,274
42.3309,0,294,274
42.3655,0,327,275
42.4006,0,348,270
42.4325,0,339,268
42.4654,0,323,274
42.4985,0,305,269
42.5315,0,287,268
42.5642,0,268,266
42.5974,0,256,269
42.6303,0,241,274
42.6641,0,229,272
42.697,0,231,269
42.7297,0,267,262
42.7639,0,299,260
42.7977,0,300,258
42.8314,0,288,264
42.8684,0,271,267
42.8994,0,252,267
42.9301,0,240,263
42.9634,0,227,262
43.0002,0,213,271
43.0306,0,205,267
43.0625,0,195,267
43.0961,0,197,263
43.1288,0,219,261
43.1632,0,248,258
43.2192,0,247,267
43.2806,0,241,265
43.3435,0,238,268
43.3829,0,218,261
43.4322,0,210,258
43.4661,0,201,255
43.5149,0,185,255
43.5725,0,172,253
43.6308,0,162,253
43.6718,0,161,251
43.7265,0,189,246
43.7686,0,206,245
43.8026,0,209,242
43.8351,0,205,245
43.8681,0,197,242
43.901,0,179,237
43.9346,0,168,237
43.9679,0,156,238
44.0003,0,146,243
44.0332,0,142,238
44.0687,0,136,230
44.1019,0,138,224
44.1355,0,160,220
44.1696,0,184,219
44.2028,0,192,220
44.2369,0,185,216
44.2707,0,178,209
44.303,0,168,204
44.3357,0,158,203
44.3687,0,151,200
44.4013,0,144,198
44.4335,0,136,196
44.4668,0,130,194
44.4996,0,130,188
44.5328,0,145,190
44.5666,0,179,185
44.6006,0,187,181
44.6339,0,184,179
44.6672,0,176,177
44.7003,0,166,172
44.734,0,153,175
44.7668,0,142,175
44.7995,0,136,175
44.833,0,134,175
44.8665,0,130,168
44.8993,0,132,157
44.9326,0,141,158
44.9664,0,168,152
45.0002,0,190,146
45.0351,0,187,145
45.0692,0,176,137
45.1021,0,170,139
45.1355,0,167,135
45.1679,0,156,134
45.2013,0,154,131
45.2345,0,150,127
45.2678,0,146,124
45.3007,0,149,124
45.3345,0,172,126
45.3683,0,210,127
45.4037,0,234,125
45.4368,0,217,126
45.4696,0,206,125
45.5024,0,197,125
45.5351,0,192,122
45.5688,0,184,126
45.6023,0,172,131
45.6353,0,161,130
45.6682,0,157,134
45.7016,0,161,138
45.7351,0,184,140
45.7694,0,216,141
45.8039,0,247,138
45.8371,0,229,137
45.87,0,215,140
45.903,0,207,140
45.9379,0,200,143
45.969,0,195,140
46.0023,0,185,140
46.0341,0,179,145
46.0672,0,178,144
46.1004,0,183,142
46.1345,0,199,141
46.1679,0,236,138
46.2018,0,263,146
46.2357,0,244,143
46.2682,0,229,144
46.3014,0,222,144
46.3349,0,211,141
46.3675,0,207,142
46.4021,0,201,141
46.4337,0,195,141
46.4671,0,194,142
46.5004,0,204,138
46.5341,0,230,137
46.5679,0,271,135
46.6025,0,304,137
46.6363,0,285,134
46.6691,0,267,132
46.7018,0,249,133
46.7352,0,229,136
46.7678,0,216,139
46.8011,0,210,144
46.834,0,200,148
46.8672,0,200,148
46.9003,0,206,147
46.9365,0,230,150
46.9693,0,271,156
47.0025,0,300,157
47.0393,0,279,159
47.0695,0,258,162
47.1036,0,244,164
47.1353,0,234,165
47.1687,0,223,166
47.2012,0,218,163
47.2346,0,210,162
47.2677,0,208,163
47.3009,0,216,161
47.3347,0,252,161
47.3688,0,300,163
47.4029,0,319,160
47.4373,0,299,154
47.4693,0,283,156
47.5023,0,268,156
47.5357,0,254,159
47.5685,0,248,159
47.6022,0,244,154
47.6352,0,238,151
47.6678,0,240,151
47.7016,0,252,149
47.7357,0,301,150
47.7704,0,350,155
47.8042,0,360,153
47.838,0,339,154
47.8706,0,320,163
47.9043,0,308,166
47.9369,0,293,163
47.9698,0,282,165
48.0026,0,274,167
48.0355,0,262,163
48.0692,0,262,167
48.1022,0,278,168
48.1359,0,332,165
48.1705,0,384,163
48.206,0,384,161
48.2395,0,362,163
48.271,0,342,169
48.3039,0,324,170
48.3386,0,314,173
48.3726,0,306,170
48.4052,0,300,166
48.4378,0,294,166
48.4705,0,297,166
48.503,0,310,165
48.5368,0,358,167
48.5713,0,413,167
48.606,0,419,164
48.6401,0,386,169
48.6716,0,369,169
48.7046,0,355,174
48.7386,0,347,169
48.7708,0,336,170
48.8041,0,325,169
48.8369,0,312,170
48.8699,0,310,178
48.9045,0,323,180
48.9377,0,376,175
48.9721,0,432,176
49.0064,0,431,175
49.0417,0,390,184
49.0921,0,372,192
49.1394,0,349,191
49.1714,0,333,189
49.2038,0,314,189
49.2376,0,296,200
49.271,0,290,201
49.3032,0,284,205
49.3387,0,309,202
49.3736,0,336,206
49.4082,0,374,209
49.4433,0,390,208
49.4959,0,361,215
49.5453,0,342,211
49.5906,0,328,216
49.626,0,312,221
49.6575,0,304,217
49.6893,0,294,213
49.7233,0,278,210
49.7586,0,285,213
49.7927,0,318,207
49.8265,0,344,211
49.8613,0,377,209
49.9115,0,386,219
49.9621,0,359,216
50.0078,0,342,213
50.0405,0,325,214
50.0734,0,311,219
50.1062,0,298,216
50.1397,0,289,215
50.1727,0,276,215
50.2054,0,279,219
50.239,0,315,211
50.2769,0,353,213
50.3117,0,376,213
50.3622,0,394,209
50.4118,0,366,203
50.4608,0,357,193
50.5074,0,337,196
50.5403,0,318,194
50.5732,0,305,197
50.6061,0,296,191
50.6424,0,287,189
50.6763,0,297,185
50.7116,0,324,186
50.7586,0,366,185
50.792,0,380,182
50.825,0,399,182
50.8585,0,369,185
50.892,0,351,187
50.9243,0,340,187
50.9579,0,325,184
50.9899,0,318,190
51.0262,0,306,190
51.0579,0,299,187
51.0933,0,309,177
51.1253,0,343,178
51.1586,0,377,184
51.1929,0,395,185
51.2277,0,410,186
51.2749,0,383,184
51.3076,0,360,186
51.3401,0,345,183
51.3738,0,330,184
51.4069,0,320,185
51.4396,0,311,186
51.4726,0,300,186
51.5062,0,313,186
51.5405,0,345,193
51.5753,0,367,194
51.6079,0,390,193
51.6413,0,412,200
51.6749,0,385,189
51.7075,0,367,194
51.7419,0,352,191
51.7748,0,336,194
51.8071,0,323,197
51.8398,0,302,200
